"Time","Velocity","Acceleration","Position"
0.20000000000000004,"{0.7917261538461542, 0.7223015384615374, 0.2643846153846158}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.17813124615384618, 0.17084166153846142, 3.217760384615385}"
0.21000000000000005,"{0.7813124615384619, 0.7084166153846143, 0.17760384615384653}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.1859443707692308, 0.17792582769230755, 3.2195364230769234}"
0.22000000000000006,"{0.7708987692307696, 0.6945316923076912, 0.09082307692307728}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.19365335846153847, 0.18487114461538445, 3.220444653846154}"
0.23000000000000007,"{0.7604850769230773, 0.6806467692307681, 0.004042307692308039}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.20125820923076926, 0.19167761230769215, 3.2204850769230773}"
0.24000000000000007,"{0.750071384615385, 0.6667618461538449, -0.0827384615384612}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.20875892307692312, 0.1983452307692306, 3.2196576923076927}"
0.25000000000000006,"{0.7396576923076927, 0.6528769230769218, -0.16951923076923045}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.21615550000000006, 0.20487399999999983, 3.2179625000000005}"
0.26000000000000006,"{0.7292440000000004, 0.6389919999999987, -0.2562999999999997}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.22344794000000007, 0.21126391999999983, 3.2153995000000006}"
0.2700000000000001,"{0.7188303076923082, 0.6251070769230755, -0.3430807692307689}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.23063624307692315, 0.2175149907692306, 3.211968692307693}"
0.2800000000000001,"{0.7084166153846159, 0.6112221538461524, -0.4298615384615382}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.23772040923076931, 0.2236272123076921, 3.207670076923078}"
0.2900000000000001,"{0.6980029230769236, 0.5973372307692293, -0.5166423076923075}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.24470043846153855, 0.2296005846153844, 3.2025036538461547}"
0.3000000000000001,"{0.6875892307692313, 0.5834523076923062, -0.6034230769230767}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.25157633076923086, 0.23543510769230747, 3.1964694230769237}"
0.3100000000000001,"{0.677175538461539, 0.569567384615383, -0.690203846153846}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.25834808615384625, 0.2411307815384613, 3.189567384615385}"
0.3200000000000001,"{0.6667618461538467, 0.5556824615384599, -0.7769846153846153}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.2650157046153847, 0.24668760615384588, 3.181797538461539}"
0.3300000000000001,"{0.6563481538461544, 0.5417975384615368, -0.8637653846153845}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.27157918615384624, 0.25210558153846124, 3.173159884615385}"
0.34000000000000014,"{0.6459344615384621, 0.5279126153846136, -0.9505461538461538}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.27803853076923085, 0.25738470769230737, 3.1636544230769235}"
0.35000000000000014,"{0.6355207692307698, 0.5140276923076905, -1.037326923076923}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.28439373846153854, 0.26252498461538426, 3.1532811538461543}"
0.36000000000000015,"{0.6251070769230775, 0.5001427692307674, -1.1241076923076923}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.2906448092307693, 0.2675264123076919, 3.1420400769230774}"
0.37000000000000016,"{0.6146933846153853, 0.4862578461538443, -1.2108884615384614}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.29679174307692313, 0.27238899076923034, 3.129931192307693}"
0.38000000000000017,"{0.604279692307693, 0.47237292307692125, -1.2976692307692306}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.30283454000000004, 0.27711271999999953, 3.1169545000000007}"
0.3900000000000002,"{0.5938660000000007, 0.4584879999999982, -1.3844499999999997}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.3087732, 0.2816975999999995, 3.103110000000001}"
0.4000000000000002,"{0.5834523076923084, 0.4446030769230751, -1.471230769230769}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.3146077230769231, 0.2861436307692302, 3.0883976923076935}"
0.4100000000000002,"{0.5730386153846161, 0.43071815384615203, -1.558011538461538}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.3203381092307692, 0.29045081230769176, 3.072817576923078}"
0.4200000000000002,"{0.5626249230769238, 0.41683323076922896, -1.6447923076923072}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.3259643584615385, 0.2946191446153841, 3.0563696538461547}"
0.4300000000000002,"{0.5522112307692315, 0.4029483076923059, -1.7315730769230764}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.3314864707692308, 0.29864862769230716, 3.039053923076924}"
0.4400000000000002,"{0.5417975384615392, 0.3890633846153828, -1.8183538461538455}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.33690444615384624, 0.302539261538461, 3.0208703846153853}"
0.45000000000000023,"{0.5313838461538469, 0.37517846153845974, -1.9051346153846147}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.3422182846153847, 0.3062910461538456, 3.001819038461539}"
0.46000000000000024,"{0.5209701538461546, 0.36129353846153667, -1.9919153846153839}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.3474279861538463, 0.309903981538461, 2.9818998846153852}"
0.47000000000000025,"{0.5105564615384623, 0.3474086153846136, -2.078696153846153}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.35253355076923093, 0.31337806769230714, 2.9611129230769238}"
0.48000000000000026,"{0.5001427692307701, 0.3335236923076905, -2.1654769230769224}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.35753497846153864, 0.31671330461538405, 2.9394581538461546}"
0.49000000000000027,"{0.48972907692307777, 0.31963876923076745, -2.252257692307692}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.36243226923076943, 0.31990969230769173, 2.916935576923078}"
0.5000000000000002,"{0.4793153846153855, 0.3057538461538444, -2.339038461538461}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.3672254230769233, 0.3229672307692302, 2.8935451923076934}"
0.5100000000000002,"{0.4689016923076932, 0.2918689230769213, -2.4258192307692306}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.37191444000000023, 0.3258859199999994, 2.8692870000000013}"
0.5200000000000002,"{0.4584880000000009, 0.27798399999999823, -2.5126}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.37649932000000025, 0.32866575999999936, 2.844161000000001}"
0.5300000000000002,"{0.4480743076923086, 0.26409907692307516, -2.5993807692307693}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.38098006307692334, 0.3313067507692301, 2.818167192307693}"
0.5400000000000003,"{0.4376606153846163, 0.2502141538461521, -2.6861615384615387}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.3853566692307695, 0.3338088923076916, 2.7913055769230777}"
0.5500000000000003,"{0.427246923076924, 0.23632923076922902, -2.772942307692308}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.38962913846153874, 0.3361721846153839, 2.7635761538461545}"
0.5600000000000003,"{0.41683323076923173, 0.22244430769230594, -2.8597230769230775}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.39379747076923105, 0.33839662769230694, 2.7349789230769237}"
0.5700000000000003,"{0.40641953846153944, 0.20855938461538287, -2.946503846153847}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.39786166615384644, 0.34048222153846075, 2.7055138846153852}"
0.5800000000000003,"{0.39600584615384715, 0.1946744615384598, -3.0332846153846162}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4018217246153849, 0.3424289661538453, 2.675181038461539}"
0.5900000000000003,"{0.38559215384615486, 0.18078953846153673, -3.1200653846153856}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.40567764615384644, 0.34423686153846067, 2.6439803846153853}"
0.6000000000000003,"{0.37517846153846257, 0.16690461538461365, -3.206846153846155}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.40942943076923105, 0.3459059076923068, 2.611911923076924}"
0.6100000000000003,"{0.3647647692307703, 0.15301969230769058, -3.2936269230769244}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.41307707846153874, 0.3474361046153837, 2.578975653846155}"
0.6200000000000003,"{0.354351076923078, 0.1391347692307675, -3.380407692307694}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4166205892307695, 0.3488274523076914, 2.545171576923078}"
0.6300000000000003,"{0.3439373846153857, 0.12524984615384444, -3.467188461538463}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.42005996307692334, 0.3500799507692299, 2.510499692307693}"
0.6400000000000003,"{0.3335236923076934, 0.11136492307692135, -3.5539692307692325}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.42339520000000025, 0.3511935999999991, 2.4749600000000007}"
0.6500000000000004,"{0.3231100000000011, 0.09747999999999826, -3.640750000000002}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.42662630000000024, 0.3521683999999991, 2.4385525000000006}"
0.6600000000000004,"{0.31269630769230883, 0.08359507692307518, -3.7275307692307713}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4297532630769233, 0.35300435076922987, 2.4012771923076928}"
0.6700000000000004,"{0.30228261538461654, 0.06971015384615209, -3.8143115384615407}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4327760892307695, 0.3537014523076914, 2.3631340769230773}"
0.6800000000000004,"{0.29186892307692425, 0.05582523076922901, -3.90109230769231}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.43569477846153876, 0.3542597046153837, 2.324123153846154}"
0.6900000000000004,"{0.28145523076923196, 0.04194030769230593, -3.9878730769230795}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4385093307692311, 0.35467910769230676, 2.2842444230769234}"
0.7000000000000004,"{0.27104153846153967, 0.02805538461538285, -4.074653846153849}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4412197461538465, 0.3549596615384606, 2.243497884615385}"
0.7100000000000004,"{0.2606278461538474, 0.01417046153845977, -4.161434615384618}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.443826024615385, 0.3551013661538452, 2.201883538461539}"
0.7200000000000004,"{0.2502141538461551, 0.0002855384615366892, -4.248215384615387}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4463281661538466, 0.35510422153846055, 2.1594013846153852}"
0.7300000000000004,"{0.23980046153846277, -0.013599384615386392, -4.334996153846156}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4487261707692312, 0.3549682276923067, 2.116051423076924}"
0.7400000000000004,"{0.22938676923077045, -0.027484307692309473, -4.421776923076925}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.45102003846153893, 0.3546933846153836, 2.071833653846155}"
0.7500000000000004,"{0.21897307692307813, -0.04136923076923255, -4.5085576923076935}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4532097692307697, 0.35427969230769124, 2.0267480769230777}"
0.7600000000000005,"{0.2085593846153858, -0.05525415384615563, -4.5953384615384625}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4552953630769236, 0.35372715076922967, 1.9807946923076931}"
0.7700000000000005,"{0.1981456923076935, -0.06913907692307872, -4.682119230769231}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.45727682000000053, 0.35303575999999887, 1.933973500000001}"
0.7800000000000005,"{0.18773200000000118, -0.0830240000000018, -4.7689}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.45915414000000054, 0.35220551999999883, 1.8862845000000008}"
0.7900000000000005,"{0.17731830769230886, -0.09690892307692489, -4.855680769230769}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.46092732307692363, 0.35123643076922956, 1.837727692307693}"
0.8000000000000005,"{0.16690461538461654, -0.11079384615384798, -4.942461538461538}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4625963692307698, 0.35012849230769105, 1.7883030769230777}"
0.8100000000000005,"{0.15649092307692422, -0.12467876923077106, -5.029242307692307}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.46416127846153904, 0.3488817046153833, 1.7380106538461546}"
0.8200000000000005,"{0.1460772307692319, -0.13856369230769414, -5.116023076923076}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.46562205076923135, 0.3474960676923064, 1.686850423076924}"
0.8300000000000005,"{0.13566353846153958, -0.1524486153846172, -5.202803846153845}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.46697868615384674, 0.34597158153846025, 1.6348223846153855}"
0.8400000000000005,"{0.12524984615384727, -0.16633353846154028, -5.289584615384614}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4682311846153852, 0.34430824615384487, 1.5819265384615393}"
0.8500000000000005,"{0.11483615384615495, -0.18021846153846335, -5.376365384615383}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.46937954615384675, 0.34250606153846025, 1.5281628846153854}"
0.8600000000000005,"{0.10442246153846263, -0.19410338461538643, -5.463146153846152}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47042377076923136, 0.3405650276923064, 1.4735314230769239}"
0.8700000000000006,"{0.09400876923077031, -0.2079883076923095, -5.549926923076921}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47136385846153905, 0.3384851446153833, 1.4180321538461547}"
0.8800000000000006,"{0.083595076923078, -0.22187323076923257, -5.63670769230769}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4721998092307698, 0.336266412307691, 1.3616650769230778}"
0.8900000000000006,"{0.07318138461538568, -0.23575815384615564, -5.723488461538459}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47293162307692366, 0.33390883076922945, 1.3044301923076933}"
0.9000000000000006,"{0.06276769230769336, -0.24964307692307872, -5.810269230769228}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47355930000000057, 0.33141239999999866, 1.246327500000001}"
0.9100000000000006,"{0.052354000000001046, -0.2635280000000018, -5.897049999999997}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47408284000000056, 0.32877711999999865, 1.1873570000000009}"
0.9200000000000006,"{0.041940307692308734, -0.2774129230769249, -5.9838307692307655}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4745022430769236, 0.3260029907692294, 1.1275186923076932}"
0.9300000000000006,"{0.03152661538461642, -0.29129784615384796, -6.0706115384615345}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47481750923076976, 0.3230900123076909, 1.0668125769230778}"
0.9400000000000006,"{0.02111292307692411, -0.30518276923077103, -6.157392307692303}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.475028638461539, 0.3200381846153832, 1.0052386538461549}"
0.9500000000000006,"{0.0106992307692318, -0.3190676923076941, -6.244173076923072}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4751356307692313, 0.31684750769230624, 0.9427969230769241}"
0.9600000000000006,"{0.00028553846153948903, -0.3329526153846172, -6.330953846153841}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47513848615384674, 0.31351798153846006, 0.8794873846153857}"
0.9700000000000006,"{-0.010128153846152822, -0.34683753846154025, -6.41773461538461}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47503720461538523, 0.31004960615384464, 0.8153100384615396}"
0.9800000000000006,"{-0.020541846153845134, -0.3607224615384633, -6.504515384615379}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4748317861538468, 0.30644238153846, 0.7502648846153858}"
0.9900000000000007,"{-0.030955538461537445, -0.3746073846153864, -6.591296153846148}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47452223076923145, 0.3026963076923061, 0.6843519230769243}"
1.0000000000000007,"{-0.041369230769229756, -0.38849230769230947, -6.678076923076917}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47410853846153916, 0.298811384615383, 0.6175711538461551}"
1.0100000000000007,"{-0.05178292307692207, -0.40237723076923254, -6.764857692307686}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47359070923076996, 0.2947876123076906, 0.5499225769230782}"
1.0200000000000007,"{-0.06219661538461438, -0.4162621538461556, -6.851638461538455}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4729687430769238, 0.2906249907692291, 0.48140619230769366}"
1.0300000000000007,"{-0.0726103076923067, -0.4301470769230787, -6.938419230769224}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.47224264000000077, 0.28632351999999833, 0.41202200000000144}"
1.0400000000000007,"{-0.08302399999999902, -0.44403200000000176, -7.025199999999993}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4714124000000008, 0.28188319999999834, 0.3417700000000015}"
1.0500000000000007,"{-0.09343769230769133, -0.45791692307692483, -7.111980769230762}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4704780230769239, 0.2773040307692291, 0.2706501923076939}"
1.0600000000000007,"{-0.10385138461538365, -0.4718018461538479, -7.198761538461531}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.46943950923077005, 0.27258601230769064, 0.1986625769230786}"
1.0700000000000007,"{-0.11426507692307597, -0.485686769230771, -7.2855423076923}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4682968584615393, 0.26772914461538294, 0.1258071538461556}"
1.0800000000000007,"{-0.12467876923076829, -0.49957169230769405, -7.3723230769230685}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.4670500707692316, 0.262733427692306, 0.0520839230769249}"
1.0900000000000007,"{-0.1350924615384606, -0.5134566153846172, -7.4591038461538375}","{-1.041369230769231, -1.3884923076923081, -8.678076923076924}","{0.465699146153847, 0.25759886153845984, -0.022507115384613474}"
